player_lastname,player_firstname,season,draymond
Sloan ,Donald,2016,-1.967
Motiejunas ,Donatas,2014,0.191
Motiejunas ,Donatas,2015,0.42
Motiejunas ,Donatas,2016,1.882
Motiejunas ,Donatas,2017,0.221
Motiejunas ,Donatas,2019,-2.152
Mitchell ,Donovan,2018,1.106
Mitchell ,Donovan,2019,-1.076
DiVincenzo ,Donte,2019,2.024
Grantham ,Donte,2019,7.323
Wright ,Dorell,2014,1.115
Wright ,Dorell,2015,-0.364
Wright ,Dorell,2016,16.265
Finney-Smith ,Dorian,2017,-0.289
Finney-Smith ,Dorian,2018,-0.74
Finney-Smith ,Dorian,2019,1.308
Lamb ,Doron,2014,-2.175
McDermott ,Doug,2015,-2.724
McDermott ,Doug,2016,-1.308
McDermott ,Doug,2017,-1.514
McDermott ,Doug,2018,0.676
McDermott ,Doug,2019,-0.451
Bender ,Dragan,2017,-0.152
Bender ,Dragan,2018,0.434
Bender ,Dragan,2019,1.135
Green ,Draymond,2014,3.125
Green ,Draymond,2015,3.871
Green ,Draymond,2016,4.236
Green ,Draymond,2017,3.415
Green ,Draymond,2018,2.249
Green ,Draymond,2019,1.761
Eubanks ,Drew,2019,0.604
Gooden ,Drew,2014,0.01
Gooden ,Drew,2015,0.413
Gooden ,Drew,2016,-3.021
Gordon ,Drew,2015,-2.206
Dukan ,Duje,2016,2.023
Robinson ,Duncan,2019,-1.778
Hannahs ,Dusty,2019,-0.828
Bacon ,Dwayne,2018,0.524
Bacon ,Dwayne,2019,-0.997
Buycks ,Dwight,2014,1.213
Buycks ,Dwight,2015,-2.485
Buycks ,Dwight,2018,0.338
Howard ,Dwight,2014,0.714
Howard ,Dwight,2015,0.385
Howard ,Dwight,2016,-0.439
Howard ,Dwight,2017,0.633
Howard ,Dwight,2018,-0.186
Howard ,Dwight,2019,-0.256
Powell ,Dwight,2015,-0.487
Powell ,Dwight,2016,1.421
Powell ,Dwight,2017,-0.956
Powell ,Dwight,2018,0.891
Powell ,Dwight,2019,1.105
Wade ,Dwyane,2014,-0.297
Wade ,Dwyane,2015,0.571
Wade ,Dwyane,2016,-0.048
Wade ,Dwyane,2017,-1.139
Wade ,Dwyane,2018,1.355
Wade ,Dwyane,2019,0.341
Musa ,Dzanan,2019,-3.962
Moore ,E'Twaun,2014,0.39
Moore ,E'Twaun,2015,0.497
Moore ,E'Twaun,2016,0.798
Moore ,E'Twaun,2017,-0.905
Moore ,E'Twaun,2018,-0.845
Moore ,E'Twaun,2019,-1.435
Barron ,Earl,2015,-2.874
Clark ,Earl,2014,-0.739
Clark ,Earl,2015,2.154
Watson ,Earl,2014,-1.417
Davis ,Ed,2014,1.466
Davis ,Ed,2015,-0.188
Davis ,Ed,2016,1.232
Davis ,Ed,2017,-1.068
Davis ,Ed,2018,0.492
Davis ,Ed,2019,0.227
Sumner ,Edmond,2018,-45.073
Sumner ,Edmond,2019,2.17
Tavares ,Edy,2016,0.287
Tavares ,Edy,2017,4.373
Udoh ,Ekpe,2014,0.036
Udoh ,Ekpe,2015,-0.331
Udoh ,Ekpe,2018,2.166
Udoh ,Ekpe,2019,0.513
Payton ,Elfrid,2015,-2.055
Payton ,Elfrid,2016,-0.944
Payton ,Elfrid,2017,0.355
Payton ,Elfrid,2018,-1.122
Payton ,Elfrid,2019,0.234
Harris ,Elias,2014,-25.026
Okobo ,Elie,2019,-0.854
Millsap ,Elijah,2015,2.041
Millsap ,Elijah,2016,2.855
Millsap ,Elijah,2017,1.184
Williams ,Elliot,2014,-2.192
Williams ,Elliot,2015,-5.824
Williams ,Elliot,2016,1.579
Brand ,Elton,2014,-0.321
Brand ,Elton,2015,0.159
Brand ,Elton,2016,0.292
Terry ,Emanuel,2019,-9.576
Okafor ,Emeka,2018,1.689
Mudiay ,Emmanuel,2016,-0.239
Mudiay ,Emmanuel,2017,-2.575
Mudiay ,Emmanuel,2018,-1.878
Mudiay ,Emmanuel,2019,0.477
Kanter ,Enes,2014,-0.629
Kanter ,Enes,2015,-0.91
Kanter ,Enes,2016,0.542
Kanter ,Enes,2017,0.894
Kanter ,Enes,2018,-0.823
Kanter ,Enes,2019,0.006
Bledsoe ,Eric,2014,1.325
Bledsoe ,Eric,2015,0.667
Bledsoe ,Eric,2016,1.674
Bledsoe ,Eric,2017,-1.954
Bledsoe ,Eric,2018,0.017
Bledsoe ,Eric,2019,1.227
Gordon ,Eric,2014,-2.195
Gordon ,Eric,2015,-0.735
Gordon ,Eric,2016,-0.822
Gordon ,Eric,2017,0.44
Gordon ,Eric,2018,0.422
Gordon ,Eric,2019,0.455
Maynor ,Eric,2014,-4.831
Moreland ,Eric,2015,-15.476
Moreland ,Eric,2016,2.558
Moreland ,Eric,2018,1.259
Moreland ,Eric,2019,-3.568
Green ,Erick,2015,-2.511
Green ,Erick,2016,-2.361
McCree ,Erik,2018,-7.533
Murphy ,Erik,2014,-0.239
Ilyasova ,Ersan,2014,-2.224
Ilyasova ,Ersan,2015,-0.482
Ilyasova ,Ersan,2016,-1.627
Ilyasova ,Ersan,2017,0.511
Ilyasova ,Ersan,2018,0.84
Ilyasova ,Ersan,2019,-0.202
Fournier ,Evan,2014,-1.122
Fournier ,Evan,2015,-1.209
Fournier ,Evan,2016,-1.338
Fournier ,Evan,2017,0.175
Fournier ,Evan,2018,-1.312
Fournier ,Evan,2019,-0.561
Turner ,Evan,2014,-2.006
Turner ,Evan,2015,0.265
Turner ,Evan,2016,2.002
Turner ,Evan,2017,0.848
Turner ,Evan,2018,0.908
Turner ,Evan,2019,2.229
Ezeli ,Festus,2015,1.402
Ezeli ,Festus,2016,1.774
Garcia ,Francisco,2014,0.284
Garcia ,Francisco,2015,1.944
Jackson ,Frank,2019,-2.105
Kaminsky ,Frank,2016,-0.147
Kaminsky ,Frank,2017,-0.186
Kaminsky ,Frank,2018,-1.418
Kaminsky ,Frank,2019,-1.513
Mason ,Frank,2018,-1.055
Mason ,Frank,2019,0.284
Ntilikina ,Frank,2018,1.806
Ntilikina ,Frank,2019,0.007
VanVleet ,Fred,2017,-0.296
VanVleet ,Fred,2018,0.415
VanVleet ,Fred,2019,0.078
Aldemir ,Furkan,2015,-0.743
Korkmaz ,Furkan,2018,-8.237
Korkmaz ,Furkan,2019,-1.743
Mekel ,Gal,2014,-3.2
Mekel ,Gal,2015,8.194
Temple ,Garrett,2014,0.506
Temple ,Garrett,2015,-1.419
Temple ,Garrett,2016,-0.092
Temple ,Garrett,2017,0.312
Temple ,Garrett,2018,-0.167
Temple ,Garrett,2019,-0.314
Clark ,Gary,2019,-1.187
Harris ,Gary,2015,-0.44
Harris ,Gary,2016,-1.179
Harris ,Gary,2017,-2.712
Harris ,Gary,2018,-0.44
Harris ,Gary,2019,1.419
Neal ,Gary,2014,-1.476
Neal ,Gary,2015,-1.321
Neal ,Gary,2016,-2.722
Neal ,Gary,2017,-6.198
Payton II,Gary,2017,-2.282
Payton II,Gary,2018,-3.454
Payton II,Gary,2019,1.921
Trent Jr.,Gary,2019,-2.604
Hill ,George,2014,1.188
Hill ,George,2015,2.159
Hill ,George,2016,0.771
Hill ,George,2017,-0.176
Hill ,George,2018,-0.448
Hill ,George,2019,0.685
King ,George,2019,-30.663
Niang ,Georges,2017,-0.436
Niang ,Georges,2018,-2.089
Niang ,Georges,2019,-0.087
Papagiannis ,Georgios,2017,0.284
Papagiannis ,Georgios,2018,-5.565
Green ,Gerald,2014,1.086
Green ,Gerald,2015,-1.182
Green ,Gerald,2016,1.283
Green ,Gerald,2017,-0.319
Green ,Gerald,2018,-0.24
Green ,Gerald,2019,-1.431
Henderson ,Gerald,2014,0.97
Henderson ,Gerald,2015,0.495
Henderson ,Gerald,2016,0.053
Henderson ,Gerald,2017,-0.612
Wallace ,Gerald,2014,-1.045
Wallace ,Gerald,2015,-2.52
Clavell ,Gian,2018,2.267
Antetokounmpo ,Giannis,2014,1.26
Antetokounmpo ,Giannis,2015,0.199
Antetokounmpo ,Giannis,2016,0.402
Antetokounmpo ,Giannis,2017,1.707
Antetokounmpo ,Giannis,2018,1.455
Antetokounmpo ,Giannis,2019,2.129
Datome ,Gigi,2014,-3.918
Datome ,Gigi,2015,1.007
Davis ,Glen,2014,0.489
Davis ,Glen,2015,0.357
Rice ,Glen,2014,3.532
Rice ,Glen,2015,-7.918
Robinson III,Glenn,2015,-2.985
Robinson III,Glenn,2016,0.422
Robinson III,Glenn,2017,0.345
Robinson III,Glenn,2018,-0.596
Robinson III,Glenn,2019,-0.796
Dragic ,Goran,2014,-0.589
Dragic ,Goran,2015,-0.259
Dragic ,Goran,2016,1.733
Dragic ,Goran,2017,0.177
Dragic ,Goran,2018,1.066
Dragic ,Goran,2019,0.112
Hayward ,Gordon,2014,-0.155
Hayward ,Gordon,2015,-0.874
Hayward ,Gordon,2016,-0.865
Hayward ,Gordon,2017,0.129
Hayward ,Gordon,2018,-11.754
Hayward ,Gordon,2019,0.739
Dieng ,Gorgui,2014,0.205
Dieng ,Gorgui,2015,-1.26
Dieng ,Gorgui,2016,-1.004
Dieng ,Gorgui,2017,-0.624
Dieng ,Gorgui,2018,-0.958
Dieng ,Gorgui,2019,-0.594
Jerrett ,Grant,2015,-1.078
Allen ,Grayson,2019,-1.174
Monroe ,Greg,2014,-0.671
Monroe ,Greg,2015,-0.117
Monroe ,Greg,2016,-0.319
Monroe ,Greg,2017,-1.165
Monroe ,Greg,2018,-1.003
Monroe ,Greg,2019,0.281
Oden ,Greg,2014,2.453
Smith ,Greg,2014,0.778
Smith ,Greg,2015,-0.88
Smith ,Greg,2016,-0.901
Stiemsma ,Greg,2014,-0.864
Stiemsma ,Greg,2015,1.706
Vasquez ,Greivis,2014,0.626
Vasquez ,Greivis,2015,-1.034
Vasquez ,Greivis,2016,-2.522
Vasquez ,Greivis,2017,3.51
Yabusele ,Guerschon,2018,-3.608
Yabusele ,Guerschon,2019,2.592
Ayon ,Gustavo,2014,0.651
Ndiaye ,Hamady,2014,-3.683
Diallo ,Hamidou,2019,-0.694
Barnes ,Harrison,2014,-0.615
Barnes ,Harrison,2015,0.215
Barnes ,Harrison,2016,-0.357
Barnes ,Harrison,2017,-0.635
Barnes ,Harrison,2018,0.07
Barnes ,Harrison,2019,-0.425
Giles III,Harry,2019,-0.066
Thabeet ,Hasheem,2014,-0.404
Whiteside ,Hassan,2015,1.395
Whiteside ,Hassan,2016,2.316
Whiteside ,Hassan,2017,1.344
Whiteside ,Hassan,2018,1.22
Whiteside ,Hassan,2019,2.886
Highsmith ,Haywood,2019,-1.686
Turkoglu ,Hedo,2014,1.958
Turkoglu ,Hedo,2015,0.044
Ellenson ,Henry,2017,-0.857
Ellenson ,Henry,2018,-1.887
Ellenson ,Henry,2019,-5.148
Sims ,Henry,2014,0.882
Sims ,Henry,2015,-0.829
Sims ,Henry,2016,-5.977
Walker ,Henry,2015,0.357
Armstrong ,Hilton,2014,-2.836
Thompson ,Hollis,2014,-1.666
Thompson ,Hollis,2015,1.312
Thompson ,Hollis,2016,-0.427
Thompson ,Hollis,2017,0.25
Clark ,Ian,2014,-4.003
Clark ,Ian,2015,0.481
Clark ,Ian,2016,-2.007
Clark ,Ian,2017,-0.501
Clark ,Ian,2018,1.618
Clark ,Ian,2019,-1.949
Mahinmi ,Ian,2014,2.436
Mahinmi ,Ian,2015,0.602
Mahinmi ,Ian,2016,-0.155
Mahinmi ,Ian,2017,0.735
Mahinmi ,Ian,2018,1.52
Mahinmi ,Ian,2019,-0.149
Anigbogu ,Ike,2018,-5.9
Anigbogu ,Ike,2019,-16.649
Shumpert ,Iman,2014,-1.049
Shumpert ,Iman,2015,0.533
Shumpert ,Iman,2016,-1.21
Shumpert ,Iman,2017,1.477
Shumpert ,Iman,2018,-2.752
Shumpert ,Iman,2019,-0.832
Bonga ,Isaac,2019,-2.642
Humphries ,Isaac,2019,-1.746
Briscoe ,Isaiah,2019,2.151
Canaan ,Isaiah,2014,1.135
Canaan ,Isaiah,2015,-0.31
Canaan ,Isaiah,2016,-1.15
Canaan ,Isaiah,2017,0.261
Canaan ,Isaiah,2018,0.722
Canaan ,Isaiah,2019,-0.241
Hartenstein ,Isaiah,2019,2.03
Hicks ,Isaiah,2018,-1.674
Hicks ,Isaiah,2019,-2.928
Taylor ,Isaiah,2017,0.015
Taylor ,Isaiah,2018,0.262
Thomas ,Isaiah,2014,0.303
Thomas ,Isaiah,2015,0.291
Thomas ,Isaiah,2016,-0.139
Thomas ,Isaiah,2017,-0.615
Thomas ,Isaiah,2018,1.065
Thomas ,Isaiah,2019,2.553
Whitehead ,Isaiah,2017,0.64
Whitehead ,Isaiah,2018,3.729
Smith ,Ish,2014,0.133
Smith ,Ish,2015,-0.707
Smith ,Ish,2016,-1.047
Smith ,Ish,2017,0.233
Smith ,Ish,2018,1.212
Smith ,Ish,2019,0.387
Rabb ,Ivan,2018,-1.494
Rabb ,Ivan,2019,-3.484
Zubac ,Ivica,2017,0.6
Zubac ,Ivica,2018,1.784
Zubac ,Ivica,2019,2.428
Barea ,J.J.,2014,-1.606
Barea ,J.J.,2015,-0.171
Barea ,J.J.,2016,-1.21
Barea ,J.J.,2017,0.236
Barea ,J.J.,2018,-2.496
Barea ,J.J.,2019,-1.653
Macura ,J.P.,2019,5.284
Hickson ,JJ,2014,-0.003
Hickson ,JJ,2015,-0.379
Hickson ,JJ,2016,2.859
O'Brien ,JJ,2016,-5.588
Redick ,JJ,2014,-0.02
Redick ,JJ,2015,0.576
Redick ,JJ,2016,2.34
Redick ,JJ,2017,-1.132
Redick ,JJ,2018,-0.572
Redick ,JJ,2019,-0.443
Smith ,JR,2014,-1.499
Smith ,JR,2015,0.291
Smith ,JR,2016,-0.626
Smith ,JR,2017,-0.177
Smith ,JR,2018,-0.958
Smith ,JR,2019,-2.111
Sampson ,JaKarr,2015,-0.156
Sampson ,JaKarr,2016,-0.034
Sampson ,JaKarr,2018,3.31
Sampson ,JaKarr,2019,0.131
Green ,JaMychal,2015,2.677
Green ,JaMychal,2016,-0.088
Green ,JaMychal,2017,0.668
Green ,JaMychal,2018,0.368
Green ,JaMychal,2019,-0.66
McGee ,JaVale,2014,-4.321
McGee ,JaVale,2015,-2.852
McGee ,JaVale,2016,-1.606
McGee ,JaVale,2017,1.83
McGee ,JaVale,2018,1.697
McGee ,JaVale,2019,2.166
Bird ,Jabari,2018,-0.631
Brown ,Jabari,2015,-0.021
Parker ,Jabari,2015,-2.655
Parker ,Jabari,2016,-2.362
Parker ,Jabari,2017,-0.878
Parker ,Jabari,2018,0.396
Parker ,Jabari,2019,-0.404
Cooley ,Jack,2015,1.805
Cooley ,Jack,2018,1.34
Evans ,Jacob,2019,-1.279
Pullen ,Jacob,2018,5.982
Wiley ,Jacob,2018,7.399
Crowder ,Jae,2014,0.452
Crowder ,Jae,2015,-0.204
Crowder ,Jae,2016,-0.066
Crowder ,Jae,2017,1.151
Crowder ,Jae,2018,-0.84
Crowder ,Jae,2019,0.336
Okafor ,Jahlil,2016,0.22
Okafor ,Jahlil,2017,0
Okafor ,Jahlil,2018,0.213
Okafor ,Jahlil,2019,1.516
Layman ,Jake,2017,-0.738
Layman ,Jake,2018,-1.843
Layman ,Jake,2019,-0.246
Poeltl ,Jakob,2017,-0.252
Poeltl ,Jakob,2018,2.763
Poeltl ,Jakob,2019,0.642
Brunson ,Jalen,2019,-0.938
Jones ,Jalen,2018,-8.054
Jones ,Jalen,2019,-4.733
Franklin ,Jamaal,2014,0.972
Franklin ,Jamaal,2015,-7.306
Tinsley ,Jamaal,2014,-4.071
Crawford ,Jamal,2014,-0.384
Crawford ,Jamal,2015,-1.313
Crawford ,Jamal,2016,-1.039
Crawford ,Jamal,2017,-0.953
Crawford ,Jamal,2018,-2.363
Crawford ,Jamal,2019,-2.403
Murray ,Jamal,2017,0.801
Murray ,Jamal,2018,-2.212
Murray ,Jamal,2019,-0.527
Warney ,Jameel,2018,-6.748
Nelson ,Jameer,2014,-1.363
Nelson ,Jameer,2015,-0.83
Nelson ,Jameer,2016,-0.976
Nelson ,Jameer,2017,-1.067
Nelson ,Jameer,2018,-0.179
Artis ,Jamel,2018,-1.726
Anderson ,James,2014,-1.184
Anderson ,James,2016,1.555
Ennis III,James,2015,-1.775
Ennis III,James,2016,-1.056
Ennis III,James,2017,0.462
Ennis III,James,2018,1.198
Ennis III,James,2019,-2.682
Harden ,James,2014,1.18
Harden ,James,2015,0.757
Harden ,James,2016,-0.956
Harden ,James,2017,0.419
Harden ,James,2018,0.347
Harden ,James,2019,1.396
Johnson ,James,2014,1.206
Johnson ,James,2015,0.655
Johnson ,James,2016,0.814
Johnson ,James,2017,2.816
Johnson ,James,2018,0.103
Johnson ,James,2019,2.191
Jones ,James,2014,-4.691
Jones ,James,2015,-3.145
Jones ,James,2016,-1.092
Jones ,James,2017,-1.877
Michael McAdoo,James,2015,0.59
Michael McAdoo,James,2016,-1.425
Michael McAdoo,James,2017,1.914
Michael McAdoo,James,2018,9.659
Nunnally ,James,2014,1.804
Nunnally ,James,2019,-4.838
Southerland ,James,2014,12.06
Webb III,James,2018,-1.622
Young ,James,2015,-2.185
Young ,James,2016,-4.162
Young ,James,2017,0.731
Young ,James,2018,6.555
Wilson ,Jamil,2018,1.658
Vesely ,Jan,2014,1.206
Pargo ,Jannero,2014,-2.347
Pargo ,Jannero,2015,4.844
Cunningham ,Jared,2014,2.887
Cunningham ,Jared,2015,-0.338
Cunningham ,Jared,2016,-0.555
Dudley ,Jared,2014,1.39
Dudley ,Jared,2015,-0.328
Dudley ,Jared,2016,0.522
Dudley ,Jared,2017,1.054
Dudley ,Jared,2018,-3.535
Dudley ,Jared,2019,1.402
Sullinger ,Jared,2014,0.311
Sullinger ,Jared,2015,0.248
Sullinger ,Jared,2016,0.351
Sullinger ,Jared,2017,2.527
Terrell ,Jared,2019,8.777
Eddie ,Jarell,2016,1.08
Eddie ,Jarell,2017,-1.944
Eddie ,Jarell,2018,-11.201
Martin ,Jarell,2016,-0.67
Martin ,Jarell,2017,0.004
Martin ,Jarell,2018,0.859
Martin ,Jarell,2019,1.006
Jackson Jr.,Jaren,2019,1.511
Stokes ,Jarnell,2015,-0.825
Stokes ,Jarnell,2016,4.318
Stokes ,Jarnell,2017,4.173
Blossomgame ,Jaron,2019,1.591
Vanderbilt ,Jarred,2019,5.432
Allen ,Jarrett,2018,1.621
Allen ,Jarrett,2019,0.871
Jack ,Jarrett,2014,0.512
Jack ,Jarrett,2015,0.874
Jack ,Jarrett,2016,-1.56
Jack ,Jarrett,2017,-0.21
Jack ,Jarrett,2018,-1.22
Uthoff ,Jarrod,2017,-5.551
Varnado ,Jarvis,2014,-0.107
Collins ,Jason,2014,-5.755
Maxiell ,Jason,2014,1.722
Maxiell ,Jason,2015,1.44
Richardson ,Jason,2015,-2.444
Smith ,Jason,2014,-0.786
Smith ,Jason,2015,-0.039
Smith ,Jason,2016,-0.294
Smith ,Jason,2017,0.644
Smith ,Jason,2018,0.932
Smith ,Jason,2019,1.057
Terry ,Jason,2014,-1.122
Terry ,Jason,2015,0.687
Terry ,Jason,2016,-3.264
Terry ,Jason,2017,1.815
Terry ,Jason,2018,-0.956
Thompson ,Jason,2014,0.118
Thompson ,Jason,2015,-0.325
Thompson ,Jason,2016,-1.307
Evans ,Jawun,2018,-1.032
Evans ,Jawun,2019,-2.708
Adams ,Jaylen,2019,-1.342
Brown ,Jaylen,2017,0.759
Brown ,Jaylen,2018,1.59
Brown ,Jaylen,2019,1.178
Morris ,Jaylen,2018,-0.762
Morris ,Jaylen,2019,6.502
Tatum ,Jayson,2018,-0.133
Tatum ,Jayson,2019,1.261
Adrien ,Jeff,2014,-2.044
Adrien ,Jeff,2015,-0.467
Ayres ,Jeff,2014,-0.198
Ayres ,Jeff,2015,-3.695
Ayres ,Jeff,2016,-3.599
Green ,Jeff,2014,-0.826
Green ,Jeff,2015,0.017
Green ,Jeff,2016,-0.298
Green ,Jeff,2017,0.056
Green ,Jeff,2018,0.471
Green ,Jeff,2019,-0.675
Teague ,Jeff,2014,-0.196
Teague ,Jeff,2015,0.327
Teague ,Jeff,2016,0.856
Teague ,Jeff,2017,-0.334
Teague ,Jeff,2018,-1.397
Teague ,Jeff,2019,-0.065
Withey ,Jeff,2014,0.666
Withey ,Jeff,2015,1.676
Withey ,Jeff,2016,2.951
Withey ,Jeff,2017,-0.274
Withey ,Jeff,2018,2.136
Taylor ,Jeffery,2014,1.872
Taylor ,Jeffery,2015,-2.335
Jones ,Jemerrio,2019,2.953
Grant ,Jerami,2015,0.204
Grant ,Jerami,2016,1.828
Grant ,Jerami,2017,1.679
Grant ,Jerami,2018,1.072
Grant ,Jerami,2019,0.695
McNeal ,Jerel,2015,-0.559
Evans ,Jeremy,2014,-0.015
Evans ,Jeremy,2015,0.668
Evans ,Jeremy,2016,1.283
Evans ,Jeremy,2018,15.896
Lamb ,Jeremy,2014,-0.009
Lamb ,Jeremy,2015,2.63
Lamb ,Jeremy,2016,2.176
Lamb ,Jeremy,2017,-1.912
Lamb ,Jeremy,2018,0.275
Lamb ,Jeremy,2019,-0.933
Lin ,Jeremy,2014,1.292
Lin ,Jeremy,2015,-0.411
Lin ,Jeremy,2016,1.465
Lin ,Jeremy,2017,2.193
Lin ,Jeremy,2018,-8.721
Lin ,Jeremy,2019,-1.956
Tyler ,Jeremy,2014,-0.241
Grant ,Jerian,2016,-0.26
Grant ,Jerian,2017,0.791
Grant ,Jerian,2018,0.189
Grant ,Jerian,2019,-0.991
O'Neal ,Jermaine,2014,1.59
Jordan ,Jerome,2015,0.239
Robinson ,Jerome,2019,0.528
Benimon ,Jerrelle,2015,-2.545
Bayless ,Jerryd,2014,-1.807
Bayless ,Jerryd,2015,0.855
Bayless ,Jerryd,2016,0.293
Bayless ,Jerryd,2017,-1.18
Bayless ,Jerryd,2018,0.29
Bayless ,Jerryd,2019,-1.968
Carter ,Jevon,2019,-0.933
Fredette ,Jimmer,2014,-1.512
Fredette ,Jimmer,2015,-0.554
Fredette ,Jimmer,2016,-12.089
Fredette ,Jimmer,2019,-2.982
Butler ,Jimmy,2014,1.398
Butler ,Jimmy,2015,0.259
Butler ,Jimmy,2016,-0.598
Butler ,Jimmy,2017,0.722
Butler ,Jimmy,2018,0.801
Butler ,Jimmy,2019,0.624
Noah ,Joakim,2014,2.082
Noah ,Joakim,2015,1.938
Noah ,Joakim,2016,0.971
Noah ,Joakim,2017,-0.112
Noah ,Joakim,2018,6.307
Noah ,Joakim,2019,1.357
Meeks ,Jodie,2014,-0.558
Meeks ,Jodie,2015,0.202
Meeks ,Jodie,2016,7.333
Meeks ,Jodie,2017,-0.641
Meeks ,Jodie,2018,-1.335
Meeks ,Jodie,2019,-0.105
Chealey ,Joe,2019,-2.437
Harris ,Joe,2015,-3.916
Harris ,Joe,2016,-14.751
Harris ,Joe,2017,-0.338
Harris ,Joe,2018,0.688
Harris ,Joe,2019,0.017
Ingles ,Joe,2015,-0.192
Ingles ,Joe,2016,-0.828
Ingles ,Joe,2017,0.448
Ingles ,Joe,2018,-0.143
Ingles ,Joe,2019,-1.167
Johnson ,Joe,2014,-0.629
Johnson ,Joe,2015,-1.048
Johnson ,Joe,2016,-0.867
Johnson ,Joe,2017,0.164
Johnson ,Joe,2018,0.682
Young ,Joe,2016,0.185
Young ,Joe,2017,-2.399
Young ,Joe,2018,0.049
Anthony ,Joel,2014,-0.471
Anthony ,Joel,2015,2.268
Anthony ,Joel,2016,-3.859
Anthony ,Joel,2017,-2.519
Bolomboy ,Joel,2017,0.224
Bolomboy ,Joel,2018,-3.713
Embiid ,Joel,2017,3.514
Embiid ,Joel,2018,3.392
Embiid ,Joel,2019,2.396
Freeland ,Joel,2014,1.415
Freeland ,Joel,2015,2.499
Dorsey ,Joey,2015,1.033
Lauvergne ,Joffrey,2015,-0.569
Lauvergne ,Joffrey,2016,-0.269
Lauvergne ,Joffrey,2017,-0.467
Lauvergne ,Joffrey,2018,-2.443
Collins ,John,2018,1.354
Collins ,John,2019,0.884
Henson ,John,2014,0.055
Henson ,John,2015,2.314
Henson ,John,2016,2.757
Henson ,John,2017,0.482
Henson ,John,2018,0.665
Henson ,John,2019,3.603
Holland ,John,2016,-41.418
Holland ,John,2018,-2.1
Holland ,John,2019,-2.437
Jenkins ,John,2014,-2.409
Jenkins ,John,2015,-1.779
Jenkins ,John,2016,0.092
Jenkins ,John,2017,-10.647
Jenkins ,John,2019,-2.437
Lucas III,John,2014,-1.089
Lucas III,John,2015,-1.705
Lucas III,John,2017,-2.566
Salmons ,John,2014,0.38
Salmons ,John,2015,-4.115
Wall ,John,2014,-1.233
Wall ,John,2015,0.208
Wall ,John,2016,0.484
Wall ,John,2017,0.272
Wall ,John,2018,1.945
Wall ,John,2019,-0.913
Motley ,Johnathan,2018,-0.817
Motley ,Johnathan,2019,-2.881
Williams ,Johnathan,2019,-0.265
O'Bryant III,Johnny,2015,-2.308
O'Bryant III,Johnny,2016,-0.137
O'Bryant III,Johnny,2017,-6.84
O'Bryant III,Johnny,2018,-3.708
Leuer ,Jon,2014,-0.09
Leuer ,Jon,2015,1.122
Leuer ,Jon,2016,-0.84
Leuer ,Jon,2017,-0.56
Leuer ,Jon,2018,-3.945
Leuer ,Jon,2019,-2.634
Bolden ,Jonah,2019,0.928
Jerebko ,Jonas,2014,-1.734
Jerebko ,Jonas,2015,2.607
Jerebko ,Jonas,2016,1.108
Jerebko ,Jonas,2017,-0.286
Jerebko ,Jonas,2018,-1.112
Jerebko ,Jonas,2019,-0.561
Valanciunas ,Jonas,2014,0.592
Valanciunas ,Jonas,2015,0.415
Valanciunas ,Jonas,2016,0.545
Valanciunas ,Jonas,2017,0.343
Valanciunas ,Jonas,2018,1.63
Valanciunas ,Jonas,2019,2.254
Gibson ,Jonathan,2017,-3.821
Gibson ,Jonathan,2018,-1.824
Isaac ,Jonathan,2018,0.426
Isaac ,Jonathan,2019,0.61
Simmons ,Jonathon,2016,-2.276
Simmons ,Jonathon,2017,-0.749
Simmons ,Jonathon,2018,-0.955
Simmons ,Jonathon,2019,-0.791
Adams ,Jordan,2015,-2.244
Adams ,Jordan,2016,-5.118
Bell ,Jordan,2018,1.421
Bell ,Jordan,2019,0.006
Clarkson ,Jordan,2015,-1.51
Clarkson ,Jordan,2016,-1.367
Clarkson ,Jordan,2017,-1.126
Clarkson ,Jordan,2018,-0.882
Clarkson ,Jordan,2019,-0.396
Crawford ,Jordan,2014,0.547
Crawford ,Jordan,2017,-1.762
Crawford ,Jordan,2018,-6.837
Farmar ,Jordan,2014,-0.878
Farmar ,Jordan,2015,0.619
Farmar ,Jordan,2016,0.892
Farmar ,Jordan,2017,-6.428
Hamilton ,Jordan,2014,-0.599
Hamilton ,Jordan,2015,-0.941
Hamilton ,Jordan,2016,-1.219
Hill ,Jordan,2014,0.339
Hill ,Jordan,2015,-1.292
Hill ,Jordan,2016,-0.057
Hill ,Jordan,2017,-5.336
Loyd ,Jordan,2019,-1.182
McRae ,Jordan,2016,-0.801
McRae ,Jordan,2017,-1.441
McRae ,Jordan,2019,-2.228
Mickey ,Jordan,2016,6.114
Mickey ,Jordan,2017,-3.985
Mickey ,Jordan,2018,0.039
Sibert ,Jordan,2019,-2.437
Gutierrez ,Jorge,2014,-0.261
Gutierrez ,Jorge,2015,2.699
Gutierrez ,Jorge,2016,3.982
Calderon ,Jose,2014,-1.576
Calderon ,Jose,2015,-4.076
Calderon ,Jose,2016,-0.499
Calderon ,Jose,2017,-1.995
Calderon ,Jose,2018,-0.437
Calderon ,Jose,2019,-1.067
Childress ,Josh,2014,11.339
Gray ,Josh,2018,-5.609
Harrellson ,Josh,2014,3.16
Hart ,Josh,2018,0.947
Hart ,Josh,2019,1.723
Huestis ,Josh,2016,2.978
Huestis ,Josh,2017,13.991
