player_lastname,player_firstname,season,draymond
Pierce ,Paul,2014,-0.158
Pierce ,Paul,2015,0.783
Pierce ,Paul,2016,0.982
Pierce ,Paul,2017,2.692
Zipser ,Paul,2017,0.469
Zipser ,Paul,2018,-1.717
Antic ,Pero,2014,-0.899
Antic ,Pero,2015,0.62
Jones III,Perry,2014,3.308
Jones III,Perry,2015,-0.969
Siva ,Peyton,2014,-0.058
Pressey ,Phil,2014,-0.813
Pressey ,Phil,2015,-1.017
Pressey ,Phil,2016,0.024
Jackson ,Pierre,2017,3.304
Acy ,Quincy,2014,1.923
Acy ,Quincy,2015,1.282
Acy ,Quincy,2016,-0.524
Acy ,Quincy,2017,1.415
Acy ,Quincy,2018,-0.373
Acy ,Quincy,2019,0.741
Miller ,Quincy,2014,1.594
Miller ,Quincy,2015,3.752
Pondexter ,Quincy,2014,-0.133
Pondexter ,Quincy,2015,-0.069
Pondexter ,Quincy,2018,-0.868
Pondexter ,Quincy,2019,3.339
Cook ,Quinn,2017,-3.637
Cook ,Quinn,2018,-1.871
Cook ,Quinn,2019,-2.105
Hunter ,RJ,2016,-0.881
Hunter ,RJ,2017,-5.859
Hunter ,RJ,2018,8.815
Hunter ,RJ,2019,6.851
Rondo ,Rajon,2014,-3.713
Rondo ,Rajon,2015,-0.667
Rondo ,Rajon,2016,-1.339
Rondo ,Rajon,2017,-1.255
Rondo ,Rajon,2018,-1.793
Rondo ,Rajon,2019,-1.788
Christmas ,Rakeem,2016,-2.534
Christmas ,Rakeem,2017,-0.034
Sessions ,Ramon,2014,-1.128
Sessions ,Ramon,2015,1.016
Sessions ,Ramon,2016,-1.575
Sessions ,Ramon,2017,-0.119
Sessions ,Ramon,2018,-0.451
Foye ,Randy,2014,-0.495
Foye ,Randy,2015,-2.152
Foye ,Randy,2016,0.784
Foye ,Randy,2017,0.012
Vaughn ,Rashad,2016,-1.894
Vaughn ,Rashad,2017,-1.204
Vaughn ,Rashad,2018,2.15
Lewis ,Rashard,2014,0.167
Butler ,Rasual,2014,-0.706
Butler ,Rasual,2015,0.415
Butler ,Rasual,2016,1.882
Neto ,Raul,2016,-0.591
Neto ,Raul,2017,3.354
Neto ,Raul,2018,3.326
Neto ,Raul,2019,-0.204
Alkins ,Rawle,2019,-0.124
Allen ,Ray,2014,-1.618
McCallum ,Ray,2014,1.964
McCallum ,Ray,2015,-1.979
McCallum ,Ray,2016,-0.566
Spalding ,Ray,2019,-0.709
Felton ,Raymond,2014,0.322
Felton ,Raymond,2015,1.453
Felton ,Raymond,2016,1.38
Felton ,Raymond,2017,1.125
Felton ,Raymond,2018,0.683
Felton ,Raymond,2019,1.57
Bullock ,Reggie,2014,1.814
Bullock ,Reggie,2015,3.385
Bullock ,Reggie,2016,0.091
Bullock ,Reggie,2017,0.939
Bullock ,Reggie,2018,-0.356
Bullock ,Reggie,2019,-0.86
Evans ,Reggie,2014,-2.437
Evans ,Reggie,2015,-2.614
Hearn ,Reggie,2018,10.297
Jackson ,Reggie,2014,0.874
Jackson ,Reggie,2015,-0.674
Jackson ,Reggie,2016,-0.977
Jackson ,Reggie,2017,-1.133
Jackson ,Reggie,2018,-0.75
Jackson ,Reggie,2019,-1.822
Williams ,Reggie,2014,0.764
Williams ,Reggie,2015,-2.488
Williams ,Reggie,2017,-3.615
Jefferson ,Richard,2014,-1.85
Jefferson ,Richard,2015,-0.032
Jefferson ,Richard,2016,0.523
Jefferson ,Richard,2017,0.652
Jefferson ,Richard,2018,-3.461
Holmes ,Richaun,2016,-0.703
Holmes ,Richaun,2017,-0.596
Holmes ,Richaun,2018,0.738
Holmes ,Richaun,2019,2.543
Ledo ,Ricky,2014,7.923
Ledo ,Ricky,2015,-0.979
Rubio ,Ricky,2014,-1.316
Rubio ,Ricky,2015,1.062
Rubio ,Ricky,2016,-1.032
Rubio ,Ricky,2017,-0.481
Rubio ,Ricky,2018,-1.266
Rubio ,Ricky,2019,-1.439
Hummel ,Robbie,2014,-1.008
Hummel ,Robbie,2015,1.123
Covington ,Robert,2014,3.059
Covington ,Robert,2015,-1.028
Covington ,Robert,2016,-0.028
Covington ,Robert,2017,0.701
Covington ,Robert,2018,-0.411
Covington ,Robert,2019,0.686
Sacre ,Robert,2014,-0.495
Sacre ,Robert,2015,-0.61
Sacre ,Robert,2016,-0.608
Williams III,Robert,2019,2.9
Lopez ,Robin,2014,2.446
Lopez ,Robin,2015,1.426
Lopez ,Robin,2016,0.925
Lopez ,Robin,2017,0.695
Lopez ,Robin,2018,0.499
Lopez ,Robin,2019,2.351
Kurucs ,Rodions,2019,0.278
Hood ,Rodney,2015,-0.781
Hood ,Rodney,2016,-0.111
Hood ,Rodney,2017,-0.623
Hood ,Rodney,2018,-2.085
Hood ,Rodney,2019,0.122
McGruder ,Rodney,2017,-1.232
McGruder ,Rodney,2018,-1.483
McGruder ,Rodney,2019,0.025
Purvis ,Rodney,2018,1.51
Stuckey ,Rodney,2014,-1.788
Stuckey ,Rodney,2015,-0.225
Stuckey ,Rodney,2016,-0.404
Stuckey ,Rodney,2017,1.055
Mason Jr.,Roger,2014,2.114
Baker ,Ron,2017,1.513
Baker ,Ron,2018,0.061
Baker ,Ron,2019,2.018
Hollis-Jefferson ,Rondae,2016,0.286
Hollis-Jefferson ,Rondae,2017,0.63
Hollis-Jefferson ,Rondae,2018,-0.135
Hollis-Jefferson ,Rondae,2019,0.112
Brewer ,Ronnie,2014,-0.283
Price ,Ronnie,2014,-0.156
Price ,Ronnie,2015,-1.805
Price ,Ronnie,2016,-0.416
Price ,Ronnie,2017,-1.998
Turiaf ,Ronny,2014,2.607
Turiaf ,Ronny,2015,-14.086
Hibbert ,Roy,2014,3.025
Hibbert ,Roy,2015,2.444
Hibbert ,Roy,2016,0.062
Hibbert ,Roy,2017,1.129
Ivey ,Royal,2014,32.006
O'Neale ,Royce,2018,1.12
O'Neale ,Royce,2019,0.752
White ,Royce,2014,-8.777
Gay ,Rudy,2014,-0.423
Gay ,Rudy,2015,0.063
Gay ,Rudy,2016,-0.077
Gay ,Rudy,2017,0.252
Gay ,Rudy,2018,1.162
Gay ,Rudy,2019,0.693
Gobert ,Rudy,2014,0.895
Gobert ,Rudy,2015,2.021
Gobert ,Rudy,2016,1.28
Gobert ,Rudy,2017,3.387
Gobert ,Rudy,2018,2.175
Gobert ,Rudy,2019,2.818
Smith ,Russ,2015,2.591
Smith ,Russ,2016,-6.16
Westbrook ,Russell,2014,-0.984
Westbrook ,Russell,2015,-1.614
Westbrook ,Russell,2016,-0.594
Westbrook ,Russell,2017,-1.822
Westbrook ,Russell,2018,-0.573
Westbrook ,Russell,2019,-0.837
Anderson ,Ryan,2014,-1.045
Anderson ,Ryan,2015,-0.725
Anderson ,Ryan,2016,0.083
Anderson ,Ryan,2017,-1.111
Anderson ,Ryan,2018,0.281
Anderson ,Ryan,2019,-2.026
Arcidiacono ,Ryan,2018,0.016
Arcidiacono ,Ryan,2019,-0.245
Broekhoff ,Ryan,2019,-1.164
Gomes ,Ryan,2014,-2.448
Hollins ,Ryan,2014,3.247
Hollins ,Ryan,2015,-0.491
Hollins ,Ryan,2016,-0.957
Kelly ,Ryan,2014,-0.065
Kelly ,Ryan,2015,1.641
Kelly ,Ryan,2016,1.408
Kelly ,Ryan,2017,-1.799
Mejri ,Salah,2016,1.952
Mejri ,Salah,2017,-0.481
Mejri ,Salah,2018,1.406
Mejri ,Salah,2019,0.752
Dekker ,Sam,2016,6.823
Dekker ,Sam,2017,0.762
Dekker ,Sam,2018,-0.255
Dekker ,Sam,2019,-1.504
Dalembert ,Samuel,2014,0.561
Dalembert ,Samuel,2015,2.46
Kaun ,Sasha,2016,1.009
Vujacic ,Sasha,2014,-1.401
Vujacic ,Sasha,2016,-0.95
Vujacic ,Sasha,2017,-1.763
Machado ,Scott,2019,4.654
Hopson ,Scotty,2014,-9.24
Hopson ,Scotty,2018,3.885
Kilpatrick ,Sean,2015,-3.974
Kilpatrick ,Sean,2016,-2.942
Kilpatrick ,Sean,2017,-2.128
Kilpatrick ,Sean,2018,-2.934
Telfair ,Sebastian,2015,-0.998
Christon ,Semaj,2017,-1.677
Ojeleye ,Semi,2018,0.433
Ojeleye ,Semi,2019,0.287
Ibaka ,Serge,2014,2.548
Ibaka ,Serge,2015,3.177
Ibaka ,Serge,2016,0.889
Ibaka ,Serge,2017,0.277
Ibaka ,Serge,2018,-0.145
Ibaka ,Serge,2019,2.626
Karasev ,Sergey,2014,-4.059
Karasev ,Sergey,2015,-0.6
Karasev ,Sergey,2016,-0.203
Rodriguez ,Sergio,2017,-2.502
Curry ,Seth,2014,7.264
Curry ,Seth,2015,-1.384
Curry ,Seth,2016,-2.251
Curry ,Seth,2017,1.042
Curry ,Seth,2019,1.031
Muhammad ,Shabazz,2014,3.177
Muhammad ,Shabazz,2015,-0.572
Muhammad ,Shabazz,2016,-2.099
Muhammad ,Shabazz,2017,-1.769
Muhammad ,Shabazz,2018,-1.649
Napier ,Shabazz,2015,-3.288
Napier ,Shabazz,2016,-0.642
Napier ,Shabazz,2017,-2.435
Napier ,Shabazz,2018,0.354
Napier ,Shabazz,2019,1.92
Gilgeous-Alexander ,Shai,2019,0.869
Milton ,Shake,2019,-0.021
Battier ,Shane,2014,-0.026
Edwards ,Shane,2014,9.949
Larkin ,Shane,2014,0.32
Larkin ,Shane,2015,-0.414
Larkin ,Shane,2016,-0.316
Larkin ,Shane,2018,-1.423
Brown ,Shannon,2014,0.021
Brown ,Shannon,2015,-2.776
Harrison ,Shaquille,2018,1.557
Harrison ,Shaquille,2019,0.88
Livingston ,Shaun,2014,1.625
Livingston ,Shaun,2015,2.168
Livingston ,Shaun,2016,0.587
Livingston ,Shaun,2017,-0.204
Livingston ,Shaun,2018,-0.114
Livingston ,Shaun,2019,0.077
Randolph ,Shavlik,2014,4.928
Randolph ,Shavlik,2015,-1.251
Long ,Shawn,2017,0.324
Marion ,Shawn,2014,0.708
Marion ,Shawn,2015,1.217
Williams ,Shawne,2014,0.195
Williams ,Shawne,2015,-1.738
Whittington ,Shayne,2015,-6.275
Whittington ,Shayne,2016,-1.755
Mac ,Sheldon,2017,-3.166
Mack ,Shelvin,2014,0.284
Mack ,Shelvin,2015,-1.535
Mack ,Shelvin,2016,0.819
Mack ,Shelvin,2017,0.891
Mack ,Shelvin,2018,-1.868
Mack ,Shelvin,2019,-1.693
Bhullar ,Sim,2015,2.562
Thornwell ,Sindarius,2018,0.648
Thornwell ,Sindarius,2019,1.059
Labissiere ,Skal,2017,0.728
Labissiere ,Skal,2018,-0.073
Labissiere ,Skal,2019,-0.313
Hill ,Solomon,2014,2.412
Hill ,Solomon,2015,0.165
Hill ,Solomon,2016,1.805
Hill ,Solomon,2017,0.73
Hill ,Solomon,2018,-1.832
Hill ,Solomon,2019,2.451
Jones ,Solomon,2014,-1.213
Weems ,Sonny,2016,-3.219
Dinwiddie ,Spencer,2015,-1.02
Dinwiddie ,Spencer,2016,-0.403
Dinwiddie ,Spencer,2017,-0.751
Dinwiddie ,Spencer,2018,0.149
Dinwiddie ,Spencer,2019,0.767
Hawes ,Spencer,2014,1.343
Hawes ,Spencer,2015,0.72
Hawes ,Spencer,2016,0.332
Hawes ,Spencer,2017,-0.242
Johnson ,Stanley,2016,-0.409
Johnson ,Stanley,2017,0.052
Johnson ,Stanley,2018,-0.108
Johnson ,Stanley,2019,-0.54
Curry ,Stephen,2014,0.556
Curry ,Stephen,2015,0.445
Curry ,Stephen,2016,1.516
Curry ,Stephen,2017,-0.273
Curry ,Stephen,2018,-0.479
Curry ,Stephen,2019,-0.416
Jackson ,Stephen,2014,1.238
Zimmerman ,Stephen,2017,-1.026
Brown ,Sterling,2018,-1.225
Brown ,Sterling,2019,-0.295
Blake ,Steve,2014,0.043
Blake ,Steve,2015,0.119
Blake ,Steve,2016,0.514
Nash ,Steve,2014,-2.319
Novak ,Steve,2014,0.175
Novak ,Steve,2015,-4.828
Novak ,Steve,2016,2.134
Novak ,Steve,2017,-1.139
Adams ,Steven,2014,0.236
Adams ,Steven,2015,1.306
Adams ,Steven,2016,2.428
Adams ,Steven,2017,0.346
Adams ,Steven,2018,1.208
Adams ,Steven,2019,0.777
Mykhailiuk ,Svi,2019,-0.309
McConnell ,T.J.,2016,-1.598
McConnell ,T.J.,2017,-0.761
McConnell ,T.J.,2018,1.577
McConnell ,T.J.,2019,0.619
Warren ,T.J.,2015,-0.064
Warren ,T.J.,2016,-0.708
Warren ,T.J.,2017,-0.121
Warren ,T.J.,2018,0.065
Warren ,T.J.,2019,-2.267
Leaf ,TJ,2018,-1.355
Leaf ,TJ,2019,4.606
McCall ,Tahjere,2019,4.5
Gibson ,Taj,2014,2.362
Gibson ,Taj,2015,2.505
Gibson ,Taj,2016,1.072
Gibson ,Taj,2017,0.649
Gibson ,Taj,2018,-0.151
Gibson ,Taj,2019,-0.474
Black ,Tarik,2015,-1.316
Black ,Tarik,2016,1.997
Black ,Tarik,2017,1.897
Black ,Tarik,2018,2.218
Prince ,Taurean,2017,-0.334
Prince ,Taurean,2018,-0.402
Prince ,Taurean,2019,-1.144
Prince ,Tayshaun,2014,0.597
Prince ,Tayshaun,2015,-0.325
Prince ,Tayshaun,2016,0.081
Ferguson ,Terrance,2018,-0.032
Ferguson ,Terrance,2019,-0.331
Jones ,Terrence,2014,0.492
Jones ,Terrence,2015,1.395
Jones ,Terrence,2016,-2.237
Jones ,Terrence,2017,-0.404
Jones ,Terrence,2019,-8.174
Ross ,Terrence,2014,1.094
Ross ,Terrence,2015,-0.521
Ross ,Terrence,2016,1.414
Ross ,Terrence,2017,-1.401
Ross ,Terrence,2018,1.54
Ross ,Terrence,2019,-1.143
Rozier ,Terry,2016,-1.491
Rozier ,Terry,2017,-0.867
Rozier ,Terry,2018,0.563
Rozier ,Terry,2019,0.298
Sefolosha ,Thabo,2014,1.104
Sefolosha ,Thabo,2015,1.655
Sefolosha ,Thabo,2016,1.464
Sefolosha ,Thabo,2017,-0.018
Sefolosha ,Thabo,2018,-0.123
Sefolosha ,Thabo,2019,1.674
Young ,Thaddeus,2014,-1.635
Young ,Thaddeus,2015,-0.648
Young ,Thaddeus,2016,-0.46
Young ,Thaddeus,2017,1.119
Young ,Thaddeus,2018,0.514
Young ,Thaddeus,2019,-0.077
Antetokounmpo ,Thanasis,2016,-2.534
Pinson ,Theo,2019,2.207
Bryant ,Thomas,2018,-4.072
Bryant ,Thomas,2019,0.166
Robinson ,Thomas,2014,-0.68
Robinson ,Thomas,2015,0.105
Robinson ,Thomas,2016,-0.387
Robinson ,Thomas,2017,-3.135
Welsh ,Thomas,2019,1.13
Maker ,Thon,2017,2.237
Maker ,Thon,2018,-0.244
Maker ,Thon,2019,1.109
Splitter ,Tiago,2014,2.273
Splitter ,Tiago,2015,1.693
Splitter ,Tiago,2016,0.51
Splitter ,Tiago,2017,-1.616
Pleiss ,Tibor,2016,-0.583
Duncan ,Tim,2014,1.832
Duncan ,Tim,2015,2.237
Duncan ,Tim,2016,2.756
Frazier ,Tim,2015,-0.63
Frazier ,Tim,2016,-0.22
Frazier ,Tim,2017,1.144
Frazier ,Tim,2018,-2.149
Frazier ,Tim,2019,-3.009
Hardaway Jr.,Tim,2014,-2.279
Hardaway Jr.,Tim,2015,-1.903
Hardaway Jr.,Tim,2016,1.98
Hardaway Jr.,Tim,2017,1.03
Hardaway Jr.,Tim,2018,-0.174
Hardaway Jr.,Tim,2019,-1.16
Quarterman ,Tim,2017,5.787
Quarterman ,Tim,2018,-3.433
Mozgov ,Timofey,2014,1.507
Mozgov ,Timofey,2015,1.418
Mozgov ,Timofey,2016,2.31
Mozgov ,Timofey,2017,1.165
Mozgov ,Timofey,2018,1.33
Luwawu-Cabarrot ,Timothe,2017,0.893
Luwawu-Cabarrot ,Timothe,2018,0.367
Luwawu-Cabarrot ,Timothe,2019,-1.803
Harris ,Tobias,2014,-0.38
Harris ,Tobias,2015,-0.035
Harris ,Tobias,2016,-0.814
Harris ,Tobias,2017,-0.271
Harris ,Tobias,2018,-0.162
Harris ,Tobias,2019,-0.238
Satoransky ,Tomas,2017,1.3
Satoransky ,Tomas,2018,0.593
Satoransky ,Tomas,2019,-1.071
Douglas ,Toney,2014,-2.017
Douglas ,Toney,2015,0.036
Douglas ,Toney,2016,-1.319
Douglas ,Toney,2017,-1.733
Allen ,Tony,2014,2.335
Allen ,Tony,2015,2.294
Allen ,Tony,2016,0.111
Allen ,Tony,2017,-0.136
Allen ,Tony,2018,-0.63
Bradley ,Tony,2018,-6.368
Bradley ,Tony,2019,0.074
L. Mitchell,Tony,2014,-6.197
Mitchell ,Tony,2014,14.916
Parker ,Tony,2014,0.181
Parker ,Tony,2015,-0.296
Parker ,Tony,2016,-0.327
Parker ,Tony,2017,-1.731
Parker ,Tony,2018,-1.137
Parker ,Tony,2019,-0.846
Snell ,Tony,2014,-1.061
Snell ,Tony,2015,0.907
Snell ,Tony,2016,2.015
Snell ,Tony,2017,-0.713
Snell ,Tony,2018,-1.11
Snell ,Tony,2019,0.11
Wroten ,Tony,2014,-0.626
Wroten ,Tony,2015,-1.687
Wroten ,Tony,2016,-4.221
Shengelia ,Tornike,2014,2.035
Craig ,Torrey,2018,1.509
Craig ,Torrey,2019,2.328
Murry ,Toure',2014,1.869
Murry ,Toure',2015,0.111
Young ,Trae,2019,-1.829
Outlaw ,Travis,2014,-0.316
Wear ,Travis,2015,0.042
Wear ,Travis,2018,3.336
Graham ,Treveon,2017,0.24
Graham ,Treveon,2018,-0.313
Graham ,Treveon,2019,1.143
Duval ,Trevon,2019,-17.483
Ariza ,Trevor,2014,-0.583
Ariza ,Trevor,2015,-1.423
Ariza ,Trevor,2016,-0.492
Ariza ,Trevor,2017,-0.954
Ariza ,Trevor,2018,-1.198
Ariza ,Trevor,2019,-3.245
Booker ,Trevor,2014,0.133
Booker ,Trevor,2015,1.863
Booker ,Trevor,2016,0.61
Booker ,Trevor,2017,0.396
Booker ,Trevor,2018,0.72
Burke ,Trey,2014,-0.384
Burke ,Trey,2015,-0.571
Burke ,Trey,2016,-1.048
Burke ,Trey,2017,-1.242
Burke ,Trey,2018,0.804
Burke ,Trey,2019,0.575
Lyles ,Trey,2016,-0.382
Lyles ,Trey,2017,0.379
Lyles ,Trey,2018,0.722
Lyles ,Trey,2019,0.645
McKinney-Jones ,Trey,2018,-2.494
Thompson ,Tristan,2014,-0.489
Thompson ,Tristan,2015,0.651
Thompson ,Tristan,2016,0.874
Thompson ,Tristan,2017,1.198
Thompson ,Tristan,2018,-0.82
Thompson ,Tristan,2019,-0.254
Brown Jr.,Troy,2019,-0.494
Caupain ,Troy,2019,7.822
Daniels ,Troy,2014,-4.136
Daniels ,Troy,2015,0.623
Daniels ,Troy,2016,1.12
Daniels ,Troy,2017,0.025
Daniels ,Troy,2018,-1.158
Daniels ,Troy,2019,-2.573
Williams ,Troy,2017,1.543
Williams ,Troy,2018,0.636
Williams ,Troy,2019,-2.143
Lawson ,Ty,2014,-1.556
Lawson ,Ty,2015,-1.412
Lawson ,Ty,2016,-0.32
Lawson ,Ty,2017,-1.884
Lawson ,Ty,2018,1.439
Cavanaugh ,Tyler,2018,-3.31
Cavanaugh ,Tyler,2019,-0.573
Davis ,Tyler,2019,57.393
Dorsey ,Tyler,2018,-1.093
Dorsey ,Tyler,2019,-2.842
Ennis ,Tyler,2015,2.189
Ennis ,Tyler,2016,0.025
Ennis ,Tyler,2017,0.561
Ennis ,Tyler,2018,0.76
Hansbrough ,Tyler,2014,-1
Hansbrough ,Tyler,2015,-1.209
Hansbrough ,Tyler,2016,-1.773
Johnson ,Tyler,2015,1.217
Johnson ,Tyler,2016,0.848
Johnson ,Tyler,2017,0.628
Johnson ,Tyler,2018,-0.168
Johnson ,Tyler,2019,-0.168
Lydon ,Tyler,2018,-8.818
Lydon ,Tyler,2019,-5.004
Ulis ,Tyler,2017,-1.998
Ulis ,Tyler,2018,-0.964
Ulis ,Tyler,2019,61.776
Zeller ,Tyler,2014,0.988
Zeller ,Tyler,2015,1.19
Zeller ,Tyler,2016,0.947
Zeller ,Tyler,2017,1.838
Zeller ,Tyler,2018,0.375
Zeller ,Tyler,2019,5.458
Evans ,Tyreke,2014,-0.3
Evans ,Tyreke,2015,-0.323
Evans ,Tyreke,2016,-3.24
Evans ,Tyreke,2017,-1.162
Evans ,Tyreke,2018,0.33
Evans ,Tyreke,2019,0.351
Wallace ,Tyrone,2018,0.019
Wallace ,Tyrone,2019,1.652
Thomas ,Tyrus,2015,13.055
Taylor ,Tyshawn,2014,-1.885
Chandler ,Tyson,2014,0.082
Chandler ,Tyson,2015,0.205
Chandler ,Tyson,2016,-1.433
Chandler ,Tyson,2017,-0.323
Chandler ,Tyson,2018,-0.104
Chandler ,Tyson,2019,1.517
Jones ,Tyus,2016,-3.41
Jones ,Tyus,2017,-0.964
Jones ,Tyus,2018,-0.909
Jones ,Tyus,2019,-1.793
Haslem ,Udonis,2014,-1.908
Haslem ,Udonis,2015,-2.19
Haslem ,Udonis,2016,-3.004
Haslem ,Udonis,2017,-2.276
Haslem ,Udonis,2018,5.152
Haslem ,Udonis,2019,5.89
Blue ,Vander,2014,5.36
Blue ,Vander,2015,1.38
Blue ,Vander,2018,-1.585
Kravtsov ,Viacheslav,2014,-2.466
Claver ,Victor,2014,6.257
Claver ,Victor,2015,-1.681
Oladipo ,Victor,2014,1.711
Oladipo ,Victor,2015,-1.757
Oladipo ,Victor,2016,0.172
Oladipo ,Victor,2017,-0.959
Oladipo ,Victor,2018,0.1
Oladipo ,Victor,2019,-1.842
Carter ,Vince,2014,0.871
Carter ,Vince,2015,-0.3
Carter ,Vince,2016,-1.204
Carter ,Vince,2017,0.311
Carter ,Vince,2018,-0.083
Carter ,Vince,2019,-1.004
Edwards ,Vincent,2019,12.585
Hunter ,Vincent,2018,-1.252
Faverani ,Vitor,2014,-0.109
Baldwin IV,Wade,2017,-2.583
Baldwin IV,Wade,2018,5.372
Baldwin IV,Wade,2019,-1.07
Lemon Jr.,Walter,2018,0.167
Lemon Jr.,Walter,2019,-4.81
Ellington ,Wayne,2014,-3.187
Ellington ,Wayne,2015,0.487
Ellington ,Wayne,2016,-1.561
Ellington ,Wayne,2017,-0.723
Ellington ,Wayne,2018,-0.869
Ellington ,Wayne,2019,0.015
Selden ,Wayne,2017,-1.148
Selden ,Wayne,2018,0.164
Selden ,Wayne,2019,-1.491
Carter Jr.,Wendell,2019,0.649
Iwundu ,Wes,2018,0.849
Iwundu ,Wes,2019,1.692
Johnson ,Wesley,2014,-0.54
Johnson ,Wesley,2015,-1.222
Johnson ,Wesley,2016,1.018
Johnson ,Wesley,2017,0.316
Johnson ,Wesley,2018,-0.061
Johnson ,Wesley,2019,-0.084
Matthews ,Wesley,2014,0.316
Matthews ,Wesley,2015,0.599
Matthews ,Wesley,2016,0.489
Matthews ,Wesley,2017,-0.097
Matthews ,Wesley,2018,-0.054
Matthews ,Wesley,2019,-1.008
Barton ,Will,2014,2.541
Barton ,Will,2015,1.687
Barton ,Will,2016,-0.159
Barton ,Will,2017,-1.803
Barton ,Will,2018,-1.133
Barton ,Will,2019,-1
Bynum ,Will,2014,-0.073
Bynum ,Will,2015,-3.034
Cherry ,Will,2015,-2.306
Cauley-Stein ,Willie,2016,-0.379
Cauley-Stein ,Willie,2017,-0.109
Cauley-Stein ,Willie,2018,0.159
Cauley-Stein ,Willie,2019,-0.369
Green ,Willie,2014,2.272
Green ,Willie,2015,1.168
Reed ,Willie,2016,-1.976
Reed ,Willie,2017,0.188
Reed ,Willie,2018,2.306
Hernangomez ,Willy,2017,-0.365
Hernangomez ,Willy,2018,-0.753
Hernangomez ,Willy,2019,-2.275
Chandler ,Wilson,2014,1.534
Chandler ,Wilson,2015,0.232
Chandler ,Wilson,2017,1.287
Chandler ,Wilson,2018,0.765
Chandler ,Wilson,2019,-0.335
Henry ,Xavier,2014,-0.181
Henry ,Xavier,2015,-1.588
Munford ,Xavier,2016,-0.241
Munford ,Xavier,2018,-4.747
Rathan-Mayes ,Xavier,2018,-3.343
Silas ,Xavier,2018,9.83
Maten ,Yante,2019,12.712
Ferrell ,Yogi,2017,-2.15
Ferrell ,Yogi,2018,-1.86
Ferrell ,Yogi,2019,-0.92
Watanabe ,Yuta,2019,-1.697
Collins ,Zach,2018,0.681
Collins ,Zach,2019,0.489
LaVine ,Zach,2015,-2.438
LaVine ,Zach,2016,-1.241
LaVine ,Zach,2017,-1.368
LaVine ,Zach,2018,-0.429
LaVine ,Zach,2019,-0.832
Lofton ,Zach,2019,-2.437
Randolph ,Zach,2014,-0.501
Randolph ,Zach,2015,-0.621
Randolph ,Zach,2016,-0.831
Randolph ,Zach,2017,-0.336
Randolph ,Zach,2018,-2.474
Pachulia ,Zaza,2014,-1.674
Pachulia ,Zaza,2015,0.241
Pachulia ,Zaza,2016,-0.146
Pachulia ,Zaza,2017,-0.911
Pachulia ,Zaza,2018,-0.591
Pachulia ,Zaza,2019,1.236
Smith ,Zhaire,2019,0.05
Qi ,Zhou,2018,2.325
Qi ,Zhou,2019,-2.437
Dragic ,Zoran,2015,1.921
